"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","price","url","yearBuilt"
"Dallas",,,"TX","Kellogg Ave",,"75216","2","3","USD","LISTED BY OWNER -Newly renovated inside and out
-Huge, fully fenced back yard (quarter acre)
-Six closets and a Laundry room 
-Two vehicle driveway
-Two minute walk from park which features a baseball field, basketball court, pavilion, picnic tables and a playground
-New garbage disposal, GFCI outlets and bath exhaust fan
-Sits in between a newly renovated home and a newly built home

To qualify: 3Xs rent income, clean background, good rental history -- Hablo espanol","32.712989","1010","-96.78821","https://photos.zillowstatic.com/p_f/IS7ihbw07x8lri0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjr491zn4clui0000000000.jpg","https://photos.zillowstatic.com/p_f/ISn67on7hriz5j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjb0vunhdvlcj0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf05c51dja26j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8y8ifbgntui0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5yichd5nocj0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7u20nu8b256j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwtkh2307zui0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzn0o4o43u76j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjpwgpujq4vi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrhybmh0vla6j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjbwz3bwmdd6j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7l8gcm3aavi0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5unl4se5g6j0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1jwx5iv1dvi0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zrb3yn6xi6j0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1350","https://www.zillow.com/homedetails/Kellogg-Ave-Dallas-TX-75216/2077772397_zpid/",
"Dallas",,,"TX","6531 Meadow Rd",,"75230","5","6","USD","Located in a prime Preston Hollow location, this classic home was built by David Williams Custom Homes, incorporating many custom features. The circular drive leads to a beautiful front entry and foyer with tall ceiling. 

 
The foyer is flanked by the spacious living room, a pretty staircase, and the entry to the family room. Tall wood windows, hardwood flooring throughout the first level, and spacious rooms create a great flow for family living and entertaining. The living room has a fireplace and leads to a large dining room. Adjacent to the dining room there is a butler's pantry with great storage and large closet. 


The newly remodeled modern kitchen is connected to the family room, it has a large contemporary center island and oversized beautiful granite countertops, it also has stained wood cabinetry, a gas Thermador 6 burner range, Subzero refrigerator, 2 dishwashers, warmer, and microwave. There is an adjacent breakfast room and the family room has a fireplace, built-ins, and wall of windows viewing the pool and rear yard area. 


The spacious master bedroom is located downstairs and has a great master bath with his and her vanities, jetted tub, walk-in shower with rain head, his and her closets, marble countertops and heated marble flooring. Also located downstairs there is a warm paneled study with built-ins and beamed ceiling and a second downstairs bedroom and full bath. 


Upstairs, there are 4 additional bedrooms, two with a connecting bath and two with private baths. There is a large game room with a vaulted ceiling, wet bar and refrigerator. The game room opens to a second story deck. 

The second story deck leads to a great additional 500 square feet room that may be a bedroom, workout room or office. It has a full bath, separate alarm control, bookshelves, and sound system and is located above the garage. It may be accessed from the main house through the upstairs deck or from a staircase in the garage. 

Outside there is a large covered portico off the den and kitchen, perfect for entertaining or parking. 


There is a large heated pool with spa and a grassy area along with a great tree house! The 3 car garage has a half bath that serves the pool as well. 


This exceptional home offers many additional amenities including exterior landscape lighting, full house sound system, electric gate, full house fire sprinkler system, alarm, and radiant barrier. 


This house is move in ready, just waiting for the right family to make it home.","32.886518","6988","-96.791897","https://photos.zillowstatic.com/p_f/IS7q796yid97am0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdjt2tqcc3bq0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf44mfkgm8kkq0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y1axdce0nkq0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnpyjhb5ilnm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs2lk2ev6kpv0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33zbrncsnb8q0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrhy30njjnz3n1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb17zzryk102d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbdgy2dyzv8m01000000000.jpg","https://photos.zillowstatic.com/p_f/IS37emk6urnbm01000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfzszqjmm45h0000000000.jpg","https://photos.zillowstatic.com/p_f/IS764xiea6e9311000000000.jpg","https://photos.zillowstatic.com/p_f/ISfo7y6vw02qpt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8ruw27hlq1z0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzz1l086y5c311000000000.jpg","https://photos.zillowstatic.com/p_f/ISznwoupixitee0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vsxtcsdur701000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v4nhluct22d1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8mv7pxuz1vj0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfo3fxfazeek50000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6nsxm4soalu0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrzxe786spkq0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uqm4udbx0hg1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnyo0jvralr3i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS33f40uaies9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb91o9ug0w88q0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrll4z1p00oau1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt8r0mcjvilz0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfkgee9ulwimz0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3n6fif8bnllz0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ee2w2qdolmz0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjz2xsl62copm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfamz7ikw4om0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7i1vsi4oyghv1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzpnas6efjz40000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3xrt4px77le1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxufbykpz9le1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv083ysifv8k50000000000.jpg","https://photos.zillowstatic.com/p_f/ISvggo8bwawd401000000000.jpg","https://photos.zillowstatic.com/p_f/ISnaecq4s2og401000000000.jpg","https://photos.zillowstatic.com/p_f/ISbl6c5n3tkne11000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3do9viev49k1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrldquab9sik90000000000.jpg","https://photos.zillowstatic.com/p_f/IS3f40ngzkcqe11000000000.jpg",,,,,,,,,,"17000","https://www.zillow.com/homedetails/6531-Meadow-Rd-Dallas-TX-75230/26755587_zpid/","2002"
"Dallas",,,"TX","5613 Lindell Ave APT 3",,"75206","2","2","USD","Luxury lower Greenville condo with rooftop patio and great views! Kitchen has granite counter tops, maple cabinets and SS appliances. Wood flooring in living area. 2 car attached garage and plenty of storage. Walking distance to shops and restaurants on lower Greenville Ave and less than a mile from Henderson.","32.809188","1610","-96.768868","https://photos.zillowstatic.com/p_f/ISnaq5xie15wg00000000000.jpg","https://photos.zillowstatic.com/p_f/ISvctb0t0yqfo00000000000.jpg","https://photos.zillowstatic.com/p_f/ISny8cx1ydtk800000000000.jpg","https://photos.zillowstatic.com/p_f/ISjz68gy1f12t00000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs60fvt5ln800000000000.jpg","https://photos.zillowstatic.com/p_f/ISf40fne21eoz00000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m4owopxcq800000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt4wxrx6t4t00000000000.jpg","https://photos.zillowstatic.com/p_f/ISzf2ceilp4t800000000000.jpg","https://photos.zillowstatic.com/p_f/IS7yx258ys5rz00000000000.jpg","https://photos.zillowstatic.com/p_f/ISr900wbhhwv800000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3ynd5d9oy800000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxvbvy81g1900000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rtzcs4t74900000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkrnul0lz6900000000000.jpg","https://photos.zillowstatic.com/p_f/ISnepbcfwcr9900000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8nzt8s4jc900000000000.jpg","https://photos.zillowstatic.com/p_f/IS72lnb2owaf900000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvibtvjo2i900000000000.jpg","https://photos.zillowstatic.com/p_f/ISrpgzapfguk900000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2100","https://www.zillow.com/homedetails/5613-Lindell-Ave-APT-3-Dallas-TX-75206/2118359149_zpid/","2009"
"Dallas",,,"TX","5603 Goodwin Ave",,"75206","2","2","USD","M STREETS TUDOR DUPLEX ,lower unit,2-2-STUDY living room with fireplace,formal dining room kitchen with breakfast nook,hardwoods throughout ,windows everywhere,lots of storage and charming built is. All appliances including full size washer/dryer","32.823628","1550","-96.772048","https://photos.zillowstatic.com/p_f/ISvc5d927j2m5m0000000000.jpg","https://photos.zillowstatic.com/p_f/ISznch7r3l4vum0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrha5pkzcwxum0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jvv8dv69y6n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjb8t6ev4o0vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdbsul9ih2n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb56ho7rwf3vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdbz9oh1ak2n0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3z3561no76vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79nrhdt1n2n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvs1tnuigz8vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmzg5oe8rbvm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgx4nha0jevm0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1985","https://www.zillow.com/homedetails/5603-Goodwin-Ave-Dallas-TX-75206/2102776109_zpid/","1932"
"Dallas",,,"TX","6038 Jereme Trl",,"75252","2.5","3","USD","Privacy!! Perfection!! Location Location!! Updated throughout and perfect in every way with impeccable design. Three nice sized bedrooms all upstairs. Amazing master bedroom size, updated master bath, dual glass sinks, soaking tub, separate shower and ginormous walk in closet with built ins. Two living areas plus dining room and breakfast area. Full upstairs bath has copper sink and open glass walk in shower. Quaint finishes throughout, incredible floor plan and low maintenance lot!!","33.002695","1820","-96.802368","https://photos.zillowstatic.com/p_f/ISnysjgt0b2jyl0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrt3sf79u6s4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmb613vgzcod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn1gx05myu4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8206jgskklf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzbndih5fvr8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfg9uiwq8rfod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhz3fu0eqx4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhfotbp3j91d0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bxrwnw5i05k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7a7i0qm0jiod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4vfehsx935k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz356ijisalod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnys3waop165k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrx2uzcek2ood0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsqrd4kht85k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjr0ih6acuqod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr5l10b17nu8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf83cmr8fegvg0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mofvxf9lb5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfm3drb1de5k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS72104l476jvg0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9kruk7t4h5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3ifce3lwj5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvynle0zxlvg0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2195","https://www.zillow.com/homedetails/6038-Jereme-Trl-Dallas-TX-75252/26648728_zpid/","1994"
"Dallas",,,"TX","5603 Goodwin Ave",,"75206","2","2","USD","M STREETS TUDOR DUPLEX ,lower unit,2-2-STUDY living room with fireplace,formal dining room kitchen with breakfast nook,hardwoods throughout ,windows everywhere,lots of storage and charming built is. All appliances including full size washer/dryer","32.823628","1550","-96.772048","https://photos.zillowstatic.com/p_f/ISvc5d927j2m5m0000000000.jpg","https://photos.zillowstatic.com/p_f/ISznch7r3l4vum0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrha5pkzcwxum0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jvv8dv69y6n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjb8t6ev4o0vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdbsul9ih2n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb56ho7rwf3vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdbz9oh1ak2n0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3z3561no76vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79nrhdt1n2n0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvs1tnuigz8vm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmzg5oe8rbvm0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgx4nha0jevm0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1985","https://www.zillow.com/homedetails/5603-Goodwin-Ave-Dallas-TX-75206/2102776109_zpid/","1932"
"Dallas",,,"TX","6319 Royal Cedar Dr",,"75236","2","3","USD","Fantastic 3 beds/2 baths/ 2 car garage in a quiet cu-de-sac and conveniently right off I-20 & 408. New stainless steel appliances: microwave, dishwasher, stove and a white fridge. New paint and new carpets. Background check + renters insurance required. Income verification required, must make 3xrent amount to qualify. Tenants responsible for all utilities + yard. small pets are ok, with non-refundable pet deposit $200 for cleaning and case-by-case approval. 

No phone call will be answered due to spam calls and extended car warranty I've been receiving, TEXT: If it is active on Zillow, it is available, updated daily. I response fast!

Background check + renters insurance required. Tenants responsible for all utilities + yard.","32.663319","1254","-96.932136","https://photos.zillowstatic.com/p_f/ISr1a65w6k3tco0000000000.jpg","https://photos.zillowstatic.com/p_f/ISqx2awss4k4yo1000000000.jpg","https://photos.zillowstatic.com/p_f/ISmetycyaprvho1000000000.jpg","https://photos.zillowstatic.com/p_f/ISe8rmur6hjyho1000000000.jpg","https://photos.zillowstatic.com/p_f/IS62pacl29b1io1000000000.jpg","https://photos.zillowstatic.com/p_f/ISir0ydmowb7yo1000000000.jpg","https://photos.zillowstatic.com/p_f/ISalylvfko3ayo1000000000.jpg","https://photos.zillowstatic.com/p_f/ISyvmytey034io1000000000.jpg","https://photos.zillowstatic.com/p_f/ISqpkmb8usu6io1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1450","https://www.zillow.com/homedetails/6319-Royal-Cedar-Dr-Dallas-TX-75236/26914090_zpid/","1986"
"Dallas",,,"TX","624 Cheyenne Rd",,"75217","2","3","USD","Request information and schedule a showing online! Click the Visit Website link below to learn more about this HavenBrook home and schedule showings to view the home. 
 HavenBrook Homes provides quality, professionally managed homes for families across America. HavenBrook provides 24/7 emergency maintenance, an online resident portal, and a dedicated property manager to allow residents ease in making this house their home for years to come.","32.722355","1404","-96.638895","https://photos.zillowstatic.com/p_f/IS3vkzllcbjo7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoin3f83br7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzavsq76stxg0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnigbl84v2u7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcez220nuw7h0000000000.jpg","https://photos.zillowstatic.com/p_f/IS76cnkvvemz7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzz9b2pr6e28h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrt7zjiny558h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn5n1cjqx78h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbh3bj5fipa8h0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b1z0zaahd8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4zmis629g8h0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1429","https://www.zillow.com/homedetails/624-Cheyenne-Rd-Dallas-TX-75217/83997807_zpid/","2006"
"Dallas",,"Uptown / Victory Park / Downtown 75201","TX","1700 Cedar Springs Rd APT 2508","Gables Park 17","75202","2","3","USD","We are located at the very prestigious corner of Cedar Springs and Akard in the epicenter of Dallas chic, and provide a vibrant exclusive lifestyle offering exquisite unique experiences.","32.78899","1552","-96.8053","https://photos.zillowstatic.com/p_f/ISme1d19hp53iu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISuws81m82ps2v1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2goavjni1yi1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfks32isn1hr41000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgoi579mj3351000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9d5zye4p93y0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnam6n05eb6351000000000.jpg","https://photos.zillowstatic.com/p_f/IS7eqrjboftjr41000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvjr0sbr4sr41000000000.jpg","https://photos.zillowstatic.com/p_f/ISbli93pp7ahz41000000000.jpg","https://photos.zillowstatic.com/p_f/ISvcdrh8z2g0s41000000000.jpg","https://photos.zillowstatic.com/p_f/ISf093hvqmz5s41000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4ku4u0639351000000000.jpg","https://photos.zillowstatic.com/p_f/ISrh23ybeyaes41000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zv2fs1amms41000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstqwlx1eps41000000000.jpg","https://photos.zillowstatic.com/p_f/IS7yhimnwxub351000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fgxkilz1kz41000000000.jpg","https://photos.zillowstatic.com/p_f/IS7anqd2ldpxs41000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3levvg5h0t41000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrgqui8p06t41000000000.jpg","https://photos.zillowstatic.com/p_f/ISbleecc4hs8t41000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4987","https://www.zillow.com/homedetails/1700-Cedar-Springs-Rd-APT-2508-Dallas-TX-75202/2111118102_zpid/","2009"
"Dallas",,,"TX","2461 Volga Ave",,"75216","2","3","USD","A charming home with 3 bedrooms and 2 baths in Dallas is NOW available for move-in! Stay tuned for photo's! Schedule your convenient self-showing today! For questions regarding our application process, pet restrictions and more, please visit Streetlane Homes. This property allows self guided viewing without an appointment. Contact for details.","32.706372","996","-96.78714","https://photos.zillowstatic.com/p_f/IS376gur91a3y10000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1255","https://www.zillow.com/homedetails/2461-Volga-Ave-Dallas-TX-75216/26767311_zpid/","1950"
"Dallas",,,"TX","6038 Jereme Trl",,"75252","2.5","3","USD","Privacy!! Perfection!! Location Location!! Updated throughout and perfect in every way with impeccable design. Three nice sized bedrooms all upstairs. Amazing master bedroom size, updated master bath, dual glass sinks, soaking tub, separate shower and ginormous walk in closet with built ins. Two living areas plus dining room and breakfast area. Full upstairs bath has copper sink and open glass walk in shower. Quaint finishes throughout, incredible floor plan and low maintenance lot!!","33.002695","1820","-96.802368","https://photos.zillowstatic.com/p_f/ISnysjgt0b2jyl0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrt3sf79u6s4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmb613vgzcod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn1gx05myu4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8206jgskklf0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzbndih5fvr8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfg9uiwq8rfod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhz3fu0eqx4k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhfotbp3j91d0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bxrwnw5i05k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7a7i0qm0jiod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4vfehsx935k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz356ijisalod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnys3waop165k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrx2uzcek2ood0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsqrd4kht85k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjr0ih6acuqod0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr5l10b17nu8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf83cmr8fegvg0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mofvxf9lb5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfm3drb1de5k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS72104l476jvg0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9kruk7t4h5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3ifce3lwj5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvynle0zxlvg0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2195","https://www.zillow.com/homedetails/6038-Jereme-Trl-Dallas-TX-75252/26648728_zpid/","1994"
"Dallas",,,"TX","624 Cheyenne Rd",,"75217","2","3","USD","Request information and schedule a showing online! Click the Visit Website link below to learn more about this HavenBrook home and schedule showings to view the home. 
 HavenBrook Homes provides quality, professionally managed homes for families across America. HavenBrook provides 24/7 emergency maintenance, an online resident portal, and a dedicated property manager to allow residents ease in making this house their home for years to come.","32.722355","1404","-96.638895","https://photos.zillowstatic.com/p_f/IS3vkzllcbjo7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoin3f83br7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzavsq76stxg0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnigbl84v2u7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcez220nuw7h0000000000.jpg","https://photos.zillowstatic.com/p_f/IS76cnkvvemz7h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzz9b2pr6e28h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrt7zjiny558h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn5n1cjqx78h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbh3bj5fipa8h0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b1z0zaahd8h0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4zmis629g8h0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1429","https://www.zillow.com/homedetails/624-Cheyenne-Rd-Dallas-TX-75217/83997807_zpid/","2006"
"Dallas",,,"TX","6018 E Mockingbird Ln",,"75206","3","3","USD","This 3 bed 3 bath will not last long. Granite countertops in the kitchen, new vinyl flooring downstairs, and recently finished enclosed outdoor space.","32.836264","1408","-96.763522","https://photos.zillowstatic.com/p_f/ISbp1n97rz1bso0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnae4wbvbg3gp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp4y9iwq5s8p0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4csd5r386gp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj2mrbsixu8p0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y9gvymvz8gp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzr74dsinrbgp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl5sulefjegp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd0a95oapx8p0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjf3gcfa7bhgp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb914u86z2kgp0000000000.jpg","https://photos.zillowstatic.com/p_f/IS37yxqyj2h09p0000000000.jpg","https://photos.zillowstatic.com/p_f/IS33zrb22rumgp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwwftvximpgp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqu3bptaesgp0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv0wl8sfu839p0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfksrsip26vgp0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2275","https://www.zillow.com/homedetails/6018-E-Mockingbird-Ln-Dallas-TX-75206/26703632_zpid/","1973"
